""	"MS"	"mL"
"11166"	0.001	-0.001
"11167"	0.001	-0.036
"11168"	-0.002	-0.005
"11169"	-0.001	0
"1117"	-0.021	-0.026
"11170"	0	-0.011
"11171"	0.003	0
"11172"	0.001	0.001
"11173"	0.008	0.003
"11174"	0.001	-0.001
"11176"	0.001	-0.002
"11177"	0.007	0.005
"11178"	0.015	-0.001
"11179"	-0.015	-0.006
"11180"	-0.006	-0.001
"11181"	-0.002	-0.002
"11182"	-0.011	0.002
"11183"	0.005	0.005
"11184"	-0.001	0.002
"11185"	0.003	0.005
"11186"	0.005	0.005
"11187"	-0.005	-0.002
"11188"	0.002	0.003
"11189"	-0.001	0
"1119"	-0.002	-0.004
"11190"	-0.001	0.006
"11193"	0.001	-0.004
"11194"	0	0.003
"11196"	-0.001	0
"11197"	0.025	-0.003
"11198"	0.001	-0.006
"11199"	-0.002	0.022
"112"	0.002	0.002
"1120"	-0.008	0.003
"11200"	-0.005	-0.003
"11201"	0.002	-0.002
"11202"	0.011	-0.008
"1121"	0	0.001
"11211"	-0.002	-0.003
"11212"	-0.003	0.004
"11213"	0.011	0.013
"11214"	-0.008	0.002
"11215"	-0.001	0.001
"11216"	-0.005	0
"11217"	0	-0.006
"11218"	0.006	-0.001
"11219"	0	-0.001
"1122"	-0.003	-0.004
"11221"	-0.004	0.019
"11222"	-0.001	-0.002
"11223"	0	-0.002
"11224"	-0.002	-0.004
"11226"	-0.002	0.01
"11227"	0.007	0
"11228"	0.001	0.001
"1123"	0.002	0.01
"11230"	0.008	0.003
"11231"	0.002	-0.002
"11232"	0.001	-0.002
"11234"	0.001	-0.006
"11235"	0.001	0.004
"11236"	0.003	0.002
"11237"	-0.002	-0.001
"11238"	-0.003	0.013
"112398"	0.001	0.005
"112399"	0.005	0.011
"1124"	0.005	0.003
"11240"	-0.003	-0.003
"112401"	0.001	0
"11243"	-0.005	-0.003
"11244"	0	-0.004
"11245"	0.015	0
"112464"	-0.004	-0.014
"11247"	0.005	0.003
"112476"	0.003	0.006
"112479"	-0.004	-0.001
"11248"	0.003	0
"112483"	0.002	0.003
"112487"	-0.011	-0.009
"11249"	0.001	0
"112495"	0.001	0.007
"11250"	-0.001	-0.001
"11251"	0.002	-0.005
"11252"	-0.008	0.003
"11253"	-0.01	0.002
"11254"	-0.034	-0.029
"11255"	0.003	0.003
"11257"	-0.005	0.014
"112574"	0	-0.001
"11258"	-0.005	0
"11259"	0.007	0.025
"112597"	0.005	0.005
"11260"	-0.008	-0.008
"112609"	0.002	-0.004
"11261"	-0.01	0.001
"112611"	-0.005	0.002
"112616"	0.001	-0.02
"11262"	0	0.001
"11264"	-0.004	-0.001
"11266"	0.006	0.001
"11267"	-0.003	-0.003
"11269"	0	0.002
"11270"	0.002	0.002
"112703"	-0.01	-0.011
"112714"	0.004	0.004
"11272"	-0.022	-0.034
"112724"	0.004	0.003
"11273"	0.005	-0.001
"11274"	0.002	0.004
"112744"	-0.002	0.001
"11275"	0.014	0.005
"112752"	-0.014	0.002
"112755"	-0.002	0
"11276"	0	0.001
"11277"	-0.001	0
"112770"	-0.008	0.003
"11278"	0.004	0.003
"11279"	0.001	0.008
"1128"	-0.003	-0.004
"11280"	0	0
"112802"	-0.002	-0.002
"11281"	0.001	0
"112812"	-0.001	-0.001
"112817"	-0.001	0.002
"11282"	0	-0.002
"11283"	0.001	0.014
"11284"	-0.004	0.003
"112840"	0	0
"112849"	0.006	-0.013
"11285"	-0.003	-0.004
"112858"	0.002	0.003
"112869"	0.003	-0.003
"112885"	0.013	0.004
"1129"	-0.001	-0.001
"112936"	-0.01	-0.002
"112937"	0.003	0.004
"112939"	0.002	0
"112942"	0.004	0.004
"112950"	-0.002	-0.002
"112970"	0.009	0.004
"113"	-0.005	-0.004
"1130"	0.005	0.006
"113000"	-0.003	-0.007
"113026"	0.022	0.035
"11309"	0.001	-0.001
"113091"	0.001	-0.002
"1131"	0.001	-0.009
"11311"	-0.006	-0.002
"113115"	-0.004	-0.002
"11313"	0.001	0.006
"113130"	-0.014	-0.017
"11314"	0.001	-0.001
"113146"	-0.014	-0.013
"11315"	-0.005	-0.001
"113157"	0	0.001
"11316"	-0.008	0.001
"11317"	0.002	0
"113174"	0	-0.006
"113177"	-0.002	0.003
"113178"	0.001	0.005
"113179"	0.003	0
"11318"	0.001	0.001
"113189"	-0.004	-0.016
"11319"	0.003	0.002
"1132"	-0.002	0
"11320"	-0.008	0.014
"113201"	-0.007	0.006
"11321"	0	-0.003
"11322"	-0.022	0.01
"113220"	-0.007	0.019
"113230"	-0.004	0.016
"113235"	0.006	0
"113246"	0	0
"11325"	0.001	-0.001
"113251"	0.005	-0.004
"11326"	-0.003	-0.003
"113263"	-0.002	0.006
"113277"	-0.003	0.013
"113278"	-0.024	-0.005
"11328"	0	0.001
"11329"	-0.004	-0.004
"1133"	0	-0.002
"11330"	0.003	0.002
"11331"	-0.005	-0.013
"11332"	0.004	0.001
"11333"	0.001	-0.002
"11334"	0.009	0.007
"11335"	0	0
"11336"	-0.004	-0.003
"11337"	-0.005	0.001
"11338"	0.003	0.001
"113386"	0.007	0.002
"11339"	-0.009	-0.011
"1134"	0	0
"11340"	0	-0.001
"113402"	-0.005	0
"11341"	0.023	-0.007
"113419"	-0.004	-0.005
"11342"	-0.005	-0.003
"11343"	-0.014	0.006
"11344"	-0.006	0
"113444"	0.003	0.003
"11345"	0.002	0.001
"113451"	0.001	-0.003
"113452"	-0.018	0.003
"113457"	0.003	0.008
"11346"	0.001	0
"1135"	-0.001	-0.001
"113510"	-0.001	-0.004
"113540"	0.002	0.003
"1136"	-0.001	-0.001
"113612"	0	-0.01
"113622"	-0.004	-0.001
"113655"	-0.008	-0.001
"113675"	-0.025	0.006
"113691"	0.001	0.002
"1137"	0	-0.001
"113730"	-0.001	0.011
"113763"	0	-0.003
"113791"	-0.017	0
"1138"	0.013	0
"113802"	-0.001	-0.004
"113828"	0.002	0.004
"113829"	-0.003	0.003
"113835"	-0.001	-0.004
"113878"	-0.007	-0.005
"1139"	0.001	0.001
"114"	0.001	-0.006
"1140"	0.004	0.01
"114026"	0.001	0.001
"114034"	0.005	0
"114035"	0.004	0.01
"114038"	0.002	0
"114041"	0.003	0.002
"114043"	0	0
"114044"	-0.003	-0.006
"114049"	0.003	-0.002
"114088"	0.015	0.002
"1141"	0.002	-0.001
"114131"	0.002	0.001
"114132"	0.001	-0.001
"114134"	0.001	-0.003
"1142"	-0.001	-0.001
"114294"	0.001	0.005
"114299"	0.016	-0.008
"114327"	-0.008	0.015
"114335"	0.004	-0.002
"114336"	-0.001	-0.001
"1144"	0.001	-0.001
"1145"	0.001	0
"114548"	0.011	0.001
"114569"	-0.017	0.003
"114571"	0	0.001
"114599"	0.005	-0.004
"1146"	0	0
"114609"	-0.002	0.001
"114625"	-0.005	-0.001
"114659"	-0.001	0
"1147"	0.003	0.001
"114757"	0.01	-0.013
"114758"	-0.002	0
"114760"	0	-0.002
"114761"	0	0
"114769"	-0.005	-0.007
"114770"	0.001	0.002
"114771"	0	0
"114780"	-0.001	0.002
"114781"	0.004	-0.002
"114783"	-0.01	0.005
"114784"	0.003	0.004
"114785"	0	0.004
"114786"	0	-0.001
"114787"	0.003	0.014
"114788"	0	0
"114789"	0.007	0.006
"114790"	0.002	0.003
"114791"	-0.01	-0.011
"114792"	-0.001	0
"114793"	0	-0.007
"114794"	0.003	0.002
"114795"	0.001	0
"114798"	-0.001	0
"114799"	0.002	0.002
"114800"	0.003	0.003
"114801"	0.007	-0.018
"114803"	-0.002	0.001
"114804"	0	0.002
"114805"	0.001	-0.002
"114814"	0	-0.001
"114815"	0.009	0
"114817"	0	0.003
"114818"	0.017	0.001
"114819"	-0.002	-0.001
"114821"	0.001	0
"114822"	0	0.006
"114823"	-0.003	0
"114824"	0.001	0
"114825"	0.006	-0.002
"114826"	0	-0.006
"114836"	0	0
"114876"	-0.004	0.001
"114879"	0.002	0.004
"114880"	0.006	0
"114881"	-0.004	-0.001
"114882"	0.009	0.002
"114883"	-0.006	-0.003
"114884"	-0.007	-0.002
"114885"	-0.001	-0.001
"114897"	-0.011	-0.022
"114898"	-0.002	-0.003
"114899"	-0.001	-0.001
"1149"	0.001	0.001
"114900"	0.02	0
"114902"	0.014	-0.001
"114904"	-0.003	0.003
"114905"	0	0.003
"114907"	0.003	-0.012
"114908"	-0.006	-0.007
"114915"	-0.003	-0.007
"114926"	-0.014	-0.001
"114928"	0.002	-0.004
"114932"	0.002	0
"114960"	0.001	-0.001
"114984"	-0.006	0.003
"114987"	-0.003	0.001
"114990"	0.009	0.004
"114991"	0	-0.005
"115"	0.005	-0.003
"115004"	0.002	-0.004
"115019"	-0.01	-0.012
"115024"	0	-0.001
"115098"	0.002	0.002
"115106"	0.001	0.003
"115111"	0	0
"115123"	-0.007	-0.027
"115196"	0	-0.001
"1152"	0.013	0.024
"115201"	-0.002	0.005
"115207"	0.012	-0.007
"115209"	-0.011	-0.004
"115265"	0.004	-0.007
"115273"	-0.001	-0.002
"115286"	0	-0.003
"115290"	0.005	0.001
"115294"	-0.007	-0.002
"1153"	-0.008	-0.002
"115330"	-0.002	-0.001
"115350"	0	0.001
"115352"	0	0
"115353"	0.001	0.006
"115361"	-0.01	-0.006
"115362"	-0.009	-0.011
"115399"	0.006	0.003
"1154"	-0.016	-0.005
"115416"	0.001	-0.004
"115426"	0.001	-0.001
"1155"	-0.002	0.004
"115509"	0.002	0.003
"115548"	-0.005	-0.001
"115557"	0.003	-0.001
"115560"	-0.003	-0.005
"115572"	-0.005	-0.002
"115584"	-0.001	0.001
"115648"	0.001	-0.002
"115650"	0.005	0
"115653"	-0.002	-0.001
"115669"	-0.002	0.026
"115677"	-0.014	0.02
"115701"	0.007	0
"115703"	-0.003	0.008
"115704"	-0.007	-0.001
"115708"	0.012	-0.004
"115727"	0	-0.001
"115749"	0.001	-0.002
"115752"	-0.012	-0.009
"115761"	0.001	0.003
"115795"	0.001	0.001
"1158"	-0.001	0
"115811"	-0.001	0.015
"115817"	-0.016	-0.004
"115825"	0.011	0.014
"115827"	0.002	0.003
"115861"	0.002	0.002
"1159"	-0.01	-0.011
"115908"	0.013	0.004
"115939"	-0.003	0.001
"115948"	0.001	-0.001
"115950"	0	0.004
"115992"	-0.001	-0.003
"116"	0	-0.002
"1160"	0.003	-0.007
"116028"	-0.001	-0.002
"116039"	-0.001	-0.001
"116064"	0.005	-0.002
"116068"	-0.001	0
"116071"	-0.002	0.002
"116085"	0	-0.001
"116092"	-0.011	-0.014
"116093"	-0.002	-0.002
"1161"	0.002	-0.003
"116113"	0.003	-0.001
"116115"	0.004	-0.003
"116123"	-0.001	0.002
"116135"	0.013	-0.003
"116138"	-0.009	-0.005
"116143"	-0.009	-0.01
"116150"	0.004	0.002
"116151"	-0.002	-0.002
"116154"	-0.001	-0.002
"116159"	-0.011	-0.036
"116173"	0.003	0.001
"116179"	0.001	-0.001
"116211"	0	0
"116224"	0	-0.003
"116225"	0.007	-0.001
"116228"	0.005	0.009
"116236"	-0.003	0.006
"116238"	-0.005	-0.001
"116254"	-0.001	0.004
"116255"	0	0
"116285"	-0.002	0.002
"1163"	0	-0.012
"116328"	-0.004	-0.003
"116337"	0.002	-0.001
"116349"	0	0
"116362"	-0.006	-0.008
"116369"	0	0.001
"116372"	-0.005	-0.008
"116379"	-0.006	-0.008
"1164"	0.005	0.003
"116412"	0.001	0.001
"116441"	-0.012	0.01
"116442"	0.001	0
"116443"	0.001	0.001
"116444"	0	0.002
"116447"	-0.006	-0.015
"116448"	0.001	0.001
"116449"	0	0.002
"116461"	-0.006	-0.013
"116496"	0.001	-0.021
"116511"	0.001	0
"116512"	0	0
"116519"	0.001	-0.001
"116534"	0	-0.002
"116540"	-0.006	-0.002
"116541"	-0.005	-0.001
"116729"	0	0
"116832"	-0.01	0.006
"116835"	0.005	0
"116840"	0.003	-0.001
"116841"	-0.003	-0.003
"116842"	0.001	0.001
"116843"	-0.02	-0.026
"116844"	-0.028	-0.009
"116931"	0.002	0
"116937"	0	0
"116966"	0.001	0
"116969"	0.002	0.004
"116983"	-0.006	-0.001
"116984"	0.001	0.001
"116985"	-0.002	-0.001
"116986"	0.002	-0.001
"116987"	-0.01	0.001
"116988"	0.005	-0.003
"117"	0.002	0.002
"117143"	-0.001	0.003
"117144"	0	0.001
"117145"	0.004	0.003
"117153"	0.001	0.003
"117154"	0	0
"117155"	0.001	0.001
"117156"	0.001	0.003
"117157"	-0.003	-0.004
"117159"	-0.001	0.024
"117166"	0.01	0.001
"117177"	-0.005	0.005
"117178"	-0.002	0.008
"117194"	0.002	0.001
"117195"	0.01	-0.038
"117196"	0.013	0
"117245"	0	0.003
"117246"	0.011	-0.001
"117247"	0.003	-0.006
"117248"	-0.013	-0.026
"117283"	-0.001	0.005
"117285"	0.001	-0.001
"117286"	0	0.001
"117289"	-0.003	-0.004
"1173"	0.001	-0.003
"1174"	-0.009	0
"1175"	-0.002	0
"117531"	0	-0.004
"117532"	0.001	-0.001
"117579"	0.003	0.005
"117581"	0.005	0.001
"117583"	0	-0.002
"117584"	-0.002	0.006
"1176"	0.001	0.001
"117608"	0.004	0.004
"1178"	0	-0.001
"117854"	0	0.007
"1179"	0.002	0.002
"118"	-0.002	-0.001
"1180"	0	0.003
"1181"	0.005	0
"1182"	-0.006	-0.003
"1183"	-0.002	-0.006
"1184"	0.001	0.001
"118421"	0.001	0.001
"118424"	0.003	0
"118426"	0	0.008
"118427"	-0.001	-0.002
"118429"	0.002	0.009
"118430"	-0.028	0.035
"118432"	-0.001	-0.002
"118433"	0	0.002
"118442"	-0.001	0.001
"118460"	0.005	0.002
"118461"	0	0
"118471"	-0.001	0.001
"118472"	0	-0.006
"118487"	0	-0.001
"118490"	0	0.001
"118491"	-0.007	0.008
"1185"	-0.001	-0.001
"1186"	-0.006	-0.001
"118611"	-0.017	-0.022
"118663"	0.001	0.001
"118670"	-0.001	-0.002
"118672"	0	-0.002
"1187"	-0.002	0.013
"118788"	0	0
"1188"	0	0.001
"118812"	0	0.001
"118813"	0	0.001
"118856"	0	0
"118881"	-0.003	0.002
"118924"	0	0
"118932"	-0.007	0.02
"118980"	-0.01	-0.006
"118987"	0.008	0.014
"119"	0	-0.001
"119016"	-0.001	-0.002
"119032"	0	0.005
"1191"	-0.001	-0.002
"119180"	0	-0.002
"1192"	-0.002	0.003
"1193"	0.008	0.003
"119358"	0	0
"119369"	-0.001	-0.004
"119385"	0.002	0.001
"119391"	-0.011	0
"119392"	-0.004	-0.003
"119395"	0.001	0.004
"119467"	0.002	0.001
"1195"	0.001	0.008
"119504"	-0.01	-0.002
"119548"	0.001	0.001
"119559"	-0.005	-0.005
"119587"	0.013	-0.016
"1196"	-0.002	-0.001
"119678"	0	0
"119679"	-0.002	0
"119682"	0.002	0.003
"119687"	-0.002	-0.002
"119692"	-0.001	0.001
"119694"	0	-0.001
"119695"	-0.002	-0.002
"1197"	-0.001	-0.001
"119710"	-0.013	-0.01
"119749"	0.001	-0.001
"119764"	0.001	0.001
"119765"	0	-0.002
"119772"	0.001	0.002
"119774"	0	0
"1198"	0.003	0.003
"12"	0	0.001
"120"	-0.009	-0.001
"1200"	0.001	0.002
"120065"	-0.001	0
"120066"	0.001	0.002
"120071"	0.009	-0.005
"1201"	-0.006	-0.002
"120103"	0.01	-0.001
"120114"	0.006	-0.001
"120126"	0.001	-0.001
"120146"	0.002	-0.002
"120196"	-0.032	-0.039
"120224"	-0.002	0.037
"120227"	-0.01	-0.006
"120237"	-0.001	-0.001
"1203"	-0.006	0
"120329"	0.003	0.003
"120364"	0.002	0
"120379"	0.001	0.005
"120400"	-0.001	-0.003
"120406"	-0.025	-0.031
"120425"	-0.001	0
"120526"	0	0.002
"120534"	-0.005	-0.005
"120586"	0.002	0
"1207"	-0.007	0.002
"120775"	0.001	0.002
"120776"	0.001	-0.002
"120787"	0	0.001
"120793"	0.001	0
"120796"	-0.002	-0.002
"1208"	0	-0.001
"120863"	0	0.001
"120892"	0.001	0.003
"1209"	0.001	-0.003
"120935"	0	0.001
"120939"	0.002	0.001
"121006"	-0.001	-0.001
"121053"	-0.005	-0.009
"1211"	-0.002	-0.003
"121130"	0.001	-0.001
"1212"	-0.003	-0.007
"121214"	0.001	0.001
"121227"	-0.001	-0.02
"121256"	-0.001	0.001
"121260"	-0.002	0
"121268"	0.004	-0.003
"121273"	0.002	0.003
"121274"	-0.001	0.004
"121275"	0.002	0.002
"121278"	-0.001	-0.002
"1213"	0.002	0
"121340"	-0.001	-0.002
"121355"	0	-0.002
"121364"	-0.001	-0.001
"121391"	-0.001	-0.004
"121441"	-0.006	0
"121457"	0.02	0.002
"1215"	-0.001	-0.001
"121504"	0.005	0.005
"121506"	-0.007	0.021
"121512"	-0.002	0.007
"121536"	0.004	-0.005
"121549"	0.001	0.001
"121551"	0.007	-0.003
"121599"	-0.001	0.001
"121601"	-0.001	-0.001
"121642"	0.003	-0.006
"121643"	0	0
"121665"	-0.003	-0.002
"121792"	0	-0.001
"121793"	-0.005	0.005
"121952"	0.001	0
"121981"	0.001	-0.001
"122011"	0.001	0.002
"122038"	-0.001	-0.002
"122042"	-0.001	-0.002
"122046"	0	-0.001
"122060"	0.001	0.005
"122183"	0	0
"122258"	0.002	0.001
"122402"	0	0.006
"122416"	0.001	0.002
"122481"	-0.003	-0.003
"122509"	-0.004	-0.001
"122525"	-0.006	-0.004
"122553"	0	0
"122616"	-0.009	0.009
"122618"	-0.003	-0.005
"122622"	-0.001	0.004
"122651"	0	-0.003
"122664"	-0.002	-0.003
"122665"	0.004	0
"122704"	0.004	-0.004
"122706"	0.001	0
"122740"	0.001	0
"122742"	0	0.001
"122748"	0.002	0.001
"122769"	-0.001	0
"122773"	0.002	0.002
"122786"	0.01	0.011
"122809"	0.005	0.003
"122830"	0.004	0.003
"122876"	-0.001	-0.001
"122945"	0	0.002
"122953"	0.002	0.004
"122961"	-0.002	-0.002
"122970"	-0.009	0.013
"123"	-0.004	-0.002
"1230"	0	-0.003
"123016"	-0.007	0.005
"123036"	-0.019	0.001
"123041"	-0.001	-0.001
"123096"	-0.005	0.005
"123099"	-0.001	0.019
"1231"	0.001	0.001
"123103"	0	0.002
"123169"	-0.001	0.003
"1232"	0	-0.002
"123207"	-0.003	-0.004
"123228"	-0.002	-0.002
"123263"	-0.002	0
"123264"	-0.001	0
"123283"	0.002	0.001
"1233"	-0.002	-0.001
"123346"	-0.001	-0.001
"123355"	-0.001	0.003
"1234"	-0.001	-0.002
"1235"	0.001	0.002
"123591"	0.002	0.003
"1236"	0.009	0.002
"123606"	0.005	0.003
"123624"	0.001	0.001
"123688"	0.003	0.001
"1237"	-0.002	-0.005
"123720"	0.006	0.002
"123722"	-0.002	0.001
"123745"	-0.001	-0.006
"123775"	0.002	0.003
"1238"	-0.009	0.023
"123803"	-0.002	0.005
"123811"	-0.002	-0.001
"123872"	0.01	0.027
"123876"	0	0
"123879"	0.011	0.005
"123887"	0	0.001
"123904"	0	0.005
"123920"	0.006	0.008
"123970"	0.002	0
"124"	0	0.002
"1240"	0	-0.001
"124044"	0.011	0.009
"124045"	0.001	0.002
"124056"	-0.005	-0.005
"124093"	0	0.001
"1241"	0.005	-0.005
"124149"	-0.001	0.001
"124152"	-0.006	0.007
"124216"	0.007	0.001
"124220"	-0.035	-0.007
"124221"	0.003	0.003
"124222"	-0.018	-0.006
"124245"	0.003	-0.005
"124274"	0	-0.002
"124359"	0	0.01
"1244"	-0.001	0.002
"124401"	0.006	-0.002
"124402"	0	-0.001
"124404"	0.002	0.002
"124411"	0	0.003
"124446"	-0.014	0
"124454"	-0.002	-0.006
"124460"	0	0.001
"124491"	0.003	0.003
"124512"	-0.005	-0.001
"124535"	0.002	-0.002
"124538"	-0.001	0
"124540"	0.009	0.016
"124565"	-0.007	0.001
"124583"	-0.005	-0.004
"124590"	0.002	0.001
"124599"	0	0.002
"124602"	0.001	0.002
"124626"	0	-0.001
"124637"	0	0.001
"124641"	0.002	0.002
"124685"	0	-0.002
"124739"	-0.003	0.003
"124751"	-0.002	-0.002
"124773"	-0.001	-0.002
"124783"	0.002	-0.001
"124790"	-0.001	-0.001
"124801"	0.003	0.003
"124808"	0.001	-0.003
"124817"	-0.005	0.01
"124842"	-0.001	-0.002
"124857"	-0.001	-0.001
"124871"	0.003	0
"124872"	0	0
"124912"	0.002	0.001
"124923"	0.001	-0.002
"124925"	0	0.004
"124930"	0.003	-0.003
"124935"	-0.007	0
"124936"	-0.009	0.003
"124944"	0	0.006
"124961"	-0.01	-0.006
"124975"	-0.016	-0.001
"124989"	-0.001	-0.002
"124995"	-0.004	0
"124997"	0.001	-0.003
"125"	0	0.002
"125050"	0.009	0.007
"125058"	0.003	0.005
"125061"	0	0.005
"125111"	0	-0.002
"125113"	0	0.005
"125115"	-0.001	0
"125144"	-0.004	-0.002
"125170"	-0.001	0
"125206"	0	0
"125228"	0.007	0.002
"125336"	-0.001	-0.001
"125476"	0.006	0.005
"125488"	0.003	0.011
"125704"	-0.003	0
"1258"	-0.002	-0.005
"125875"	-0.005	-0.002
"125893"	-0.003	0.005
"1259"	-0.002	-0.002
"125919"	0.007	0.006
"125931"	-0.001	0
"125950"	0.008	-0.001
"125958"	-0.001	0
"125962"	0.001	-0.002
"125963"	0.001	0.002
"125965"	0.001	0.002
"125972"	0.001	0.001
"125981"	0	0.001
"125988"	-0.009	-0.006
"125997"	0	-0.001
"126"	0.001	0.002
"1260"	0	0
"126003"	-0.006	-0.001
"126006"	-0.002	0.005
"126014"	0.001	0
"126017"	-0.001	0.001
"126068"	-0.004	-0.001
"126069"	-0.002	-0.003
"126070"	-0.001	-0.002
"126074"	0.002	0.003
"126075"	-0.001	0.001
"1261"	-0.001	0
"126119"	-0.001	0.003
"126123"	-0.001	0
"126129"	0.006	0
"126133"	-0.002	0.001
"126147"	0.003	0.005
"1262"	0	-0.002
"126204"	-0.001	0.002
"126205"	0.003	0.003
"126206"	-0.002	0.002
"126208"	0.004	0.001
"126231"	0.001	-0.005
"126248"	-0.001	-0.002
"126259"	-0.002	-0.001
"126272"	0.005	0.004
"126282"	0.013	0.004
"126295"	0.004	0.001
"126298"	0	0.001
"126299"	-0.004	0.005
"1263"	0.009	0.002
"126306"	0.014	0.002
"126308"	-0.006	-0.004
"126321"	0	-0.005
"126326"	0	-0.001
"126328"	0	-0.007
"126353"	-0.004	0.028
"126364"	0.001	0.001
"126370"	-0.001	-0.001
"126374"	0.017	-0.007
"126375"	-0.003	0.003
"126382"	0.005	0
"126393"	0	0.001
"1264"	0.051	0.015
"126402"	0.001	0
"126410"	-0.004	0.04
"126432"	0.005	-0.001
"126433"	0.003	0.005
"1265"	0.002	0.002
"126520"	-0.003	-0.002
"126526"	0.001	0.001
"126536"	0	0.006
"126541"	0.002	0.001
"126549"	-0.003	-0.004
"126567"	-0.005	0.002
"1266"	0.002	0
"126626"	0	0.001
"126637"	-0.001	-0.002
"126638"	0.003	0.004
"126661"	-0.002	-0.003
"126668"	0.012	0
"126669"	0.016	-0.001
"126695"	-0.007	0
"1267"	0.012	0.003
"126731"	0.001	0
"126755"	0.008	0.001
"126767"	-0.001	-0.001
"126789"	-0.003	0.001
"126792"	0.004	-0.003
"1268"	0.002	0.001
"126820"	0.001	0.002
"126823"	-0.008	0.007
"126859"	0.002	0.003
"126860"	-0.003	0
"126868"	0	0
"1269"	0.001	-0.001
"126961"	0.004	0.002
"126969"	-0.002	0.013
"127"	0.001	0.002
"1270"	-0.001	-0.001
"127002"	0.009	0.003
"127003"	0	0
"127011"	0	0
"127018"	-0.017	-0.005
"127059"	-0.002	-0.004
"127062"	0	0.001
"127064"	0	-0.001
"127066"	-0.001	-0.003
"127068"	-0.001	0.001
"127069"	0.001	0.001
"127074"	0	0.001
"127077"	-0.002	-0.002
"127099"	0	0.001
"1271"	0.004	0
"127124"	0	-0.001
"127150"	0.001	0
"1272"	0.002	0
"127247"	0	0
"127253"	0	-0.01
"127254"	-0.002	0.003
"127255"	0.001	0
"127262"	-0.006	0.004
"127294"	0.007	-0.003
"127295"	-0.005	-0.009
"127343"	-0.001	-0.003
"127385"	0.001	0.002
"127391"	-0.001	-0.001
"127396"	-0.003	0.006
"127406"	0.001	-0.003
"127428"	-0.002	-0.005
"127435"	0.014	0.005
"127495"	0	0
"127534"	0.003	0.009
"127540"	0	-0.001
"127544"	0.002	-0.006
"127550"	0	-0.001
"127557"	0	0.001
"127579"	-0.001	0.001
"127602"	0.002	0
"127623"	-0.002	-0.003
"127665"	0.002	-0.003
"127670"	0.001	0.002
"127687"	0.006	0.003
"1277"	0.004	0.006
"127700"	-0.011	0.003
"127703"	0.009	0.006
"127707"	-0.003	-0.002
"127731"	0	0.001
"127733"	0	-0.001
"127795"	0.001	0.002
"1278"	0.005	0.001
"127829"	0	-0.001
"127833"	-0.002	-0.002
"127845"	-0.005	0.031
"127933"	0.007	0.002
"127943"	-0.003	-0.001
"128"	-0.002	-0.008
"1280"	0.01	0.004
"128025"	0.002	0.002
"128061"	-0.005	-0.002
"128077"	0.009	-0.012
"1281"	0.005	-0.004
"128102"	0	0
"128153"	-0.002	0.002
"128178"	0.009	0.008
"1282"	0.018	-0.022
"128209"	0.002	-0.001
"128218"	-0.015	0.009
"128229"	-0.001	-0.001
"128239"	-0.002	-0.002
"128240"	-0.003	0.004
"128272"	0.003	0.004
"128308"	-0.004	-0.003
"128312"	-0.001	-0.001
"128322"	0	-0.002
"128338"	-0.015	-0.008
"128344"	0	0
"128346"	0	-0.005
"128360"	-0.001	0.002
"128367"	-0.001	-0.003
"128368"	0	-0.002
"128371"	0	0
"128372"	0	0.003
"128387"	-0.011	0
"1284"	0.018	-0.024
"128408"	0	0.002
"128414"	0.002	0.003
"128434"	-0.002	0.011
"128439"	-0.004	-0.001
"128486"	0.002	0.003
"128488"	-0.002	-0.003
"128497"	-0.001	0
"1285"	0.003	0
"128506"	0.001	0
"128553"	0.023	-0.016
"1286"	0.001	-0.003
"128602"	-0.003	-0.004
"128611"	0.001	0.001
"128637"	0.004	0.002
"128646"	0	-0.003
"128653"	-0.001	0.008
"128674"	0.002	0
"1287"	0.021	0.037
"128710"	-0.001	-0.001
"1288"	0.011	0.016
"128817"	0.001	-0.001
"128821"	0	0.005
"128822"	0.002	-0.003
"128826"	0.001	0.001
"128853"	0.001	0.002
"128854"	0.006	-0.002
"128859"	0.001	0.004
"128861"	0	-0.001
"128864"	0	0.002
"128866"	-0.004	0.006
"128869"	0.005	0.005
"128872"	0.002	-0.004
"128876"	0	-0.002
"1289"	0.01	0
"128954"	0	0.002
"128977"	0.003	0.008
"128989"	-0.008	0.008
"1290"	0.012	-0.004
"129025"	0.003	0.005
"129049"	0.007	0.009
"129080"	-0.004	0.004
"1291"	0	-0.028
"129138"	0.002	0.002
"1292"	-0.003	-0.021
"129285"	-0.002	0.002
"1293"	0.006	0.004
"129303"	0	0.003
"1294"	0.031	0.013
"129401"	0.005	0.003
"129446"	0	0.001
"129450"	0	0.001
"1295"	0.008	0
"129521"	0.002	0.002
"129530"	-0.003	-0.003
"129531"	0.001	0.002
"129563"	-0.005	-0.003
"1296"	0.017	-0.018
"129607"	-0.008	0.001
"129642"	-0.005	0.003
"129684"	-0.001	-0.001
"129685"	-0.001	0.001
"1297"	0.001	0.001
"129787"	-0.009	-0.014
"129790"	0.001	0.005
"1298"	0.022	0.021
"129804"	0.013	0.003
"129807"	0.001	-0.001
"129831"	-0.01	-0.008
"129852"	0	0.002
"129868"	0	-0.001
"129870"	0.001	0
"129880"	0.001	0.002
"1299"	0.003	0.002
"13"	0	0
"130"	0.003	0.001
"1300"	0.001	-0.002
"130013"	0.006	0.007
"130026"	0.001	0.004
"130029"	-0.005	-0.004
